route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
22,12,10662,Lombo Segundo,0,,19421
22,12,10663,Lombo Segundo,0,,19421
40,12,10664,Lombo Segundo,1,,5808
22,12,10665,Lombo Segundo,0,,19421
22,22,10666,Lombo Segundo,0,,19421
22,22,10667,Lombo Segundo,0,,19421
22,22,10668,Lombo Segundo,0,,19421
22,22,10669,Lombo Segundo,0,,19421
22,22,10670,Lombo Segundo,0,,19421
22,22,10671,Lombo Segundo,0,,19421
22,22,10672,Lombo Segundo (Chão do Carlinhos),0,,19423
22,22,10673,Lombo Segundo,0,,19421
22,22,10674,Lombo Segundo,0,,19421
22,22,10675,Lombo Segundo,0,,19421
22,12,10676,Lombo Segundo,0,,19421
22,12,10677,Lombo Segundo,0,,19421
22,12,10678,Lombo Segundo,0,,19421
22,12,10679,Lombo Segundo,0,,19421
22,12,10680,Lombo Segundo,0,,19421
22,12,10681,Lombo Segundo,0,,19421
22,23,10682,Lombo Segundo,0,,19421
22,23,10683,Lombo Segundo,0,,19421
22,23,10684,Lombo Segundo,0,,19421
22,23,10685,Lombo Segundo,0,,19421
73,12,10686,Lombada - Pizo,0,,19901
22,23,10687,Lombo Segundo,0,,19421
22,23,10688,Lombo Segundo,0,,19421
22,13,10689,Lombo Segundo,0,,19421
22,13,10690,Lombo Segundo,0,,19421
22,13,10691,Lombo Segundo,0,,19421
22,13,10692,Lombo Segundo,0,,19421
22,13,10693,Lombo Segundo,0,,19421
22,13,10694,Lombo Segundo,0,,19421
76,13,10695,Centro - D. Carlos I,1,,20162
11,23,10696,Centro,1,,14022
11,23,10697,Courelas,0,,14021
53,13,10698,Nazaré Via Virtudes,0,,17961
53,13,10699,Centro,1,,17962
